meal_name,recipe,ingredients,calories,proteins,carbohydrates,fats,image_url
Pera tarte tatin,"Core las peras, luego pele lo más cuidadosamente posible y se reduce a la mitad. Si lo desea, se pueden preparar hasta un día de anticipación y mantenerse en el refrigerador, descubierto, para que se sequen.
Incline el azúcar, la mantequilla, el anís estrellado, el cardamomo y la canela en una sartén a prueba de horno, de unos 20 cm de ancho, y colóquelo a fuego alto hasta que burbujee. Agite la sartén y revuelva la salsa mantecosa hasta que se separe y el azúcar se caramelice a un color caramelo.
Coloque las peras en la sartén, luego cocine en la salsa durante 10-12 minutos, lanzando ocasionalmente, hasta que esté completamente caramelizado. No se preocupe por que se quemen, no lo harán, pero desea caramelizarlos tanto como sea posible. Salpicar en el brandy y déjalo Flambé, luego deja las peras a un lado.
Caliente el horno a 200c/ventilador 180c/gas 6. Enrolle la masa al grosor de una moneda de £ 1. Usando una placa ligeramente más grande que la parte superior de la sartén, corte un círculo, luego presione los bordes del círculo de masa para adelgazarlos.
Cuando las peras se hayan enfriado ligeramente, colóquelas en la sartén, corta el lado hacia arriba, en forma floral, con las peras alrededor del borde apuntando hacia adentro. Descansa el palo de canela en la parte superior del centro, con las vainas de los cardamomos esparcidas.
Drape la masa sobre las peras, luego meta los bordes por los lados de la sartén y debajo de la fruta (ver la guía de Gordon). Perfora la masa varias veces, luego hornee durante 15 minutos. Si mucho jugo burbujea por el costado de la sartén, vierta en esta etapa (ver guía). Reduzca el horno a 180C/Fan 160C/Gas 4 y hornee durante 15 minutos más hasta que la masa esté dorada. Deje la tarta para soportar durante 10 minutos, luego inviértelo cuidadosamente en un plato para servir.","Peras, azúcar de lanzador, mantequilla, anís estrellado, cardamomo, canela, brandy, hojaldre",3500.0,37.35,325.56,271.6,https://www.themealdb.com/images/media/meals/rxvxrr1511797671.jpg
Jamón de pollo y pastel de puerro,"Calienta el caldo de pollo en una cacerola tapa. Agregue la pechuga de pollo y lleve a fuego lento. Cubra con una tapa y cocine por 10 minutos. Retire las pechugas de pollo del agua con pinzas y colóquelo en un plato. Vierta el licor de cocción en una jarra grande.
Derrita 25 g/1 oz de la mantequilla en una cacerola grande de base pesada a fuego lento. Agregue los puerros y fríe suavemente durante dos minutos, revolviendo ocasionalmente hasta que se ablanden. Agregue el ajo y cocine por un minuto más. Agregue la mantequilla restante y agregue la harina tan pronto como la mantequilla se haya derretido. Cocine durante 30 segundos, revolviendo constantemente.
Vierta lentamente la leche en la sartén, solo un poco a la vez, revolviendo bien entre cada adición. Agregue gradualmente 250 ml/10fl oz del stock reservado y el vino, si lo usa, revolviendo hasta que la salsa esté suave y espesa ligeramente. Trae a un suave a fuego lento y cocine por 3 minutos.
Sazone la mezcla, al gusto, con sal y pimienta negra recién molida. Retire del fuego y agregue la crema. Vierte en un tazón grande y cubra la superficie de la salsa con el auxilio para evitar que se forme una piel. Ponga a un lado para enfriar.
Precaliente el horno a 200C/400F/Gas 6. Coloque una bandeja para hornear en el horno a calor.
Para la masa, coloque la harina y la mantequilla en un procesador de alimentos y mezcle en el ajuste de pulso hasta que la mezcla se asemenda a las migas de pan fino. Con el motor en funcionamiento, agregue el huevo batido y el agua y mezcle hasta que la mezcla forme una pelota. Porción de 250 g/10 oz de pasteles para la tapa.
Enrolle la masa restante sobre una superficie ligeramente enharinada, girando la masa con frecuencia hasta alrededor de 5 mm/¼ pulg. Levante la masa sobre el rodillo y colóquelo suavemente en el plato de pastel. Presione la masa firmemente por los lados, asegurándose de que no haya burbujas de aire. Deja el exceso de masa que sobresalía de los lados.
Corte las pechugas de pollo en piezas de 3 cm/1¼ pulgadas. Revuelva el pollo, el jamón y los puerros en la salsa enfriada. Vierta el relleno de pollo en el plato de pastel. Cepille el borde del plato con huevo batido. Extienda la masa reservada para la tapa.
Cubra el pastel con la tapa de pastelería y presione los bordes firmemente para sellar. Recorte cualquier exceso de masa.
Haga un pequeño agujero en el centro del pastel con la punta de un cuchillo. Glosa la parte superior del pastel con huevo batido. Hornee en la bandeja precalentada en el centro del horno durante 35-40 minutos o hasta que el pastel esté dorado por todas partes y el relleno esté caliente.","Caldo de pollo, pechuga de pollo, mantequilla, puerro, ajo, harina lisa, leche, vino blanco, crema doble, jamón, sal marina, pimienta, harina lisa, mantequilla, huevo de rango libre, batido, agua fría, huevo de gama libre, batido",3736.0,91.02549999999998,344.185,306.2613,https://www.themealdb.com/images/media/meals/xrrtss1511555269.jpg
Tres pastel de pescado,"Precaliente el horno a 200C/400F/Gas 6 (ventilador de 180c).
Coloque las papas en una cacerola de agua salada fría. Lleve a ebullición y cocine a fuego lento hasta que esté completamente tierno. Escurrir bien y luego mezclar con la mantequilla y la leche. Agregue pimienta y sabor para verificar el condimento. Agregue sal y más pimienta si es necesario.
Para el relleno de pescado, derrita la mantequilla en una cacerola, agregue los puerros y revuelva sobre el fuego. Cubra con una tapa y cocine a fuego lento durante 10 minutos, o hasta que esté suave. Mida la harina en un tazón pequeño. Agregue el vino y batir hasta que esté suave.
Agregue la leche a los puerros, hierva y luego agregue la mezcla de vino. Revuelva enérgicamente hasta que esté espesado. Sazone y agregue el perejil y el pescado. Revuelva el fuego durante dos minutos, luego coló en una cacerola a prueba de horno. Dispersar sobre los huevos. Deje enfriar hasta que estén firmes.
Coloque el puré de papas sobre la mezcla de pescado y marque con un tenedor. Espolvorea con queso.
Hornee durante 30-40 minutos, o hasta que estén ligeramente dorados en la parte superior y burbujeando alrededor de los bordes.","Patatas, mantequilla, leche, gruyère, mantequilla, puerro, harina lisa, vino blanco, leche, perejil, salmón, eglefino, eglefino ahumado, huevos",1700.0,196.0284,88.6428,133.2145,https://www.themealdb.com/images/media/meals/spswqs1511558697.jpg
Katsudon japonés,"Paso 1
Calienta el aceite en una sartén, fríe la cebolla en rodajas hasta que estén doradas, luego agregue el tonkatsu (vea la receta aquí), colocándola en el medio de la sartén. Mezcle el dashi, la soja, el mirin y el azúcar juntos y propina las tres cuartas partes de la mezcla alrededor del Tonkatsu. Gira durante un par de minutos para que la salsa espese un poco y el Tonkatsu se recaliente.

Paso 2
Incline los huevos batidos alrededor del Tonkatsu y cocine durante 2-3 minutos hasta que el huevo esté bien cocido pero aún un poco líquido. Divida el arroz entre dos tazones, luego cubra cada uno con la mitad de la mezcla de huevo y tonkatsu, espolvoree sobre los cebollín y sirva inmediatamente, rociando con un poco más de soja si quieres una patada umami adicional.","Aceite vegetal, cebolla, cerdo, caldo de vegetales, salsa de soja, mirin, azúcar, huevos, arroz de sushi, cebollino",620.0,14.9405134035,178.0854607655,1.3665025565,https://www.themealdb.com/images/media/meals/d8f6qx1604182128.jpg
Marenga de pollo,"Calienta el aceite en una gran plato de cazuela de flameproof y revuelve los champiñones hasta que comiencen a ablandar. Agregue las patas de pollo y cocine brevemente a cada lado para colorearlas un poco.
Vierta la passata, se desmorone en el cubo de caldo y revuelva las aceitunas. Sazone con pimienta negra: no deberías necesitar sal. Cubra y cocine a fuego lento durante 40 minutos hasta que el pollo esté tierno. Espolvorea con perejil y sirve con pasta y una ensalada, o puré y verduras verdes, si quieres.","Aceite de oliva, champiñones, patas de pollo, passata, cubo de pollo, aceitunas negras, perejil",100.0,18.36,60.720000000000006,12.97,https://www.themealdb.com/images/media/meals/qpxvuq1511798906.jpg
Sopa de guisante dividido,"Ponga el gammon en una sartén muy grande con 2 litros de agua y hierva. Retire del fuego y drene el agua; esto ayuda a deshacerse de parte de la salinidad. Recuperar con 2 litros de agua fría y volver a hervir. Pon todo menos los guisantes congelados en la sartén y hierva. Reduzca a fuego lento y cocine por 1½-2½ horas, superando el agua cuando sea necesario, a un nivel similar en el que comenzó. A medida que el jamón se cocina y se suaviza, puede reducir a la mitad si lo desea, por lo que todo está sumergido debajo del líquido. Cuando el jamón es lo suficientemente tierno como para entrar en pedazos, está listo.
Levanta el jamón, despega y deseche la piel. Mientras todavía está caliente (use un par de guantes de goma limpios), triture la carne. Retire la bahía de la sopa y agregue los guisantes congelados. Cocine a fuego lento durante 1 minuto, luego mezcle hasta que esté suave. Agregue un toque de agua si es demasiado grueso, y regrese a la sartén para que se caliente si se ha enfriado, o si está avanzando.
Cuando esté listo para servir, mezcle la sopa caliente con la mayor parte del jamón, recaliente suavemente si se hace adelante. Sirva en tazones con el jamón restante disperso en la parte superior y coma con pan crujiente y mantequilla.","Jamón, guisantes, cebollas, zanahorias, hojas de laurel, apio, guisantes congelados, pan",0.0,15.659999999999998,40.8,1.2,https://www.themealdb.com/images/media/meals/xxtsvx1511814083.jpg
Sopa de repollo (Shchi),"Agregue la mantequilla a un horno holandés grande u otra olla de servicio pesado a fuego medio. Cuando la mantequilla se haya derretido, agregue la cebolla y saltee hasta que esté translúcido.
Agregue el repollo, la zanahoria y el apio. Saltee hasta que las verduras comiencen a suavizarse, revolviendo con frecuencia, aproximadamente 3 minutos.
Agregue la hoja de laurel y el caldo de verduras y hierva a fuego alto. Reduzca el fuego a bajo y a fuego lento, cubierto, hasta que las verduras sean nítidas, aproximadamente 15 minutos.
Agregue las papas y vuelva a hervir a fuego alto. Reduzca el fuego a bajo y cocine a fuego lento, cubierto, hasta que las papas estén tiernas, aproximadamente 10 minutos.
Agregue los tomates (o tomates enlatados sin drenar) y vuelva a hervir la sopa a fuego alto. Reduzca el fuego a bajo y cocine a fuego lento, descubierto, durante 5 minutos. Sazone al sabor con sal y pimienta.
Emve y deseche la hoja de la bahía de la olla.
Sirva cubierto con crema agria fresca y eneldo fresco.","Mantequilla sin sal, cebolla, repollo, zanahorias, apio, hojas de laurel, caldo de verduras, papas, tomates, crema agria, eneldo",0.0,1.65,14.01,0.15,https://www.themealdb.com/images/media/meals/60oc3k1699009846.jpg
Garides Saganaki,"Coloque las gambas en una olla y agregue suficiente agua para cubrir. Hervir por 5 minutos. Drene, reservando el líquido y reserve.
Caliente 2 cucharadas de aceite en una cacerola. Agregue la cebolla; Cocine y revuelva hasta que esté suave. Mezcle el perejil, el vino, los tomates, el ajo y el aceite de oliva restante. Cocine a fuego lento, revolviendo ocasionalmente, durante unos 30 minutos, o hasta que la salsa se espese.
Mientras la salsa está a fuego lento, las gambas deben volverse lo suficientemente frías como para manejar. Primero retire las piernas pellizcándolas y luego tire de las conchas, dejando la cabeza y la cola encendidas.
Cuando la salsa se haya espesado, agregue las gambas. Trae a fuego lento nuevamente si la salsa se ha enfriado con las gambas y cocine durante unos 5 minutos. Agregue el queso feta y retire del fuego. Deje reposar hasta que el queso comience a derretirse. Sirva caliente con rebanadas de pan crujiente.
Aunque completamente no tradicional, puede agregar algunas cucharadas de stock o passata a esta receta para hacer una deliciosa salsa de pasta. Mezcle con pasta después de agregar el queso feta y sirva.","Langostinos crudos, aceite de oliva, cebolla picada, perejil recién picado, vino blanco, tomates picados, ajo picado, queso feta en cubos",0.0,68.18984999999999,11.08165,5.05395,https://www.themealdb.com/images/media/meals/wuvryu1468232995.jpg
Pastel de nuez chocolate,"Primero, haz la masa. Incline los ingredientes en un procesador de alimentos con sal de 1/4 cucharadita. Mezcle hasta que la mezcla se parezca a las migas de pan. Rocíe 2-3 cucharaditas de agua fría en el embudo mientras la cuchilla está funcionando: la mezcla debe comenzar a agruparse. Ingrese a una superficie de trabajo y uniéndose, amase brevemente en una pelota. Pase en un disco, envuelva en una película adhesiva y enfríe durante al menos 20 minutos. Caliente el horno a 200c/180c ventilador/gas 6.

Retire la masa del refrigerador y deje a temperatura ambiente durante 5 minutos para ablandarse. Enharan la superficie de trabajo, luego desenvuelva la masa y enrolle al círculo el grosor de una moneda de £ 1. Use la masa para alinear una lata ronca redonda profunda de 23 cm: la mía tenía aproximadamente 3 cm de profundidad. Presione la masa en las esquinas y por los lados, asegurándose de que no haya huecos. Deje un sobrecargador de pasteles de 1 cm (guarde algunos de los restos de pastelería para más adelante). Alinee con el pergamino para hornear (arrancárselo primero para hacerlo más flexible) y llénense con frijoles para hornear. Haga ciego durante 15-20 minutos hasta que los lados estén ajustados, luego retire el pergamino y los frijoles y regrese al horno durante 5 minutos hasta que estén doradas. Recorte la masa para que esté al ras con la parte superior de la lata: un pequeño cuchillo de sierra es lo mejor para esto. Si hay grietas, parche con los restos de pastelería.

Mientras tanto, pese la mantequilla, el jarabe y los azúcares en una sartén, y agregue 1/4 cucharadita de sal. Caliente hasta que la mantequilla se haya derretido y el azúcar se disuelva, revolviendo hasta que esté suave. Retirar del fuego y enfriar durante 10 minutos. Reduzca el horno a 160c/140c ventilador/gas 3.

Batir los huevos en un tazón. Agregue la mezcla de jarabe, vainilla y nueces, y mezcle hasta que estén bien combinados. Vierta la mitad de la mezcla en la caja de la tarta, disperse más de la mitad de las chispas de chocolate, luego cubra con el relleno restante y las chispas de chocolate. Hornee en el estante medio durante 50-55 minutos hasta que se establezca. Retire del horno y deje enfriar, luego enfríe durante al menos 2 horas antes de servir.","Harina lisa, mantequilla, queso crema, azúcar glas, mantequilla, jarabe de arce, azúcar suave y suave, azúcar suave de color marrón oscuro, huevos, extracto de vainilla, nueces de nuez, chispas de chocolate negro",7680.0,91.3055,881.555,593.138,https://www.themealdb.com/images/media/meals/rqvwxt1511384809.jpg
Pastel de parkin,"Caliente el horno a 160c/140c ventilador/gas 3. Engrase una lata de pastel cuadrada profunda de 22 cm/9 pulgadas y alinee con pergamino para hornear. Batir el huevo y la leche junto con un tenedor.

Derrita suavemente el jarabe, el melaza, el azúcar y la mantequilla juntos en una sartén grande hasta que el azúcar se haya disuelto. Retirar del fuego. Mezcle la avena, la harina y el jengibre y revuelva en la mezcla de jarabe, seguido del huevo y la leche.

Vierta la mezcla en la lata y hornee durante 50 minutos - 1 hora hasta que el pastel se sienta firme y un poco crujiente en la parte superior. Enfríe en la lata y luego envuelva en más pergamino y aluminando y manténgase durante 3-5 días antes de comer si puede, se volverá más suave y pegajoso cuanto más lo deje, hasta 2 semanas.","Mantequilla, huevo, leche, jarabe dorado, melaza negra, azúcar morena, avena, harina autónoma, jengibre molido",3305.0,40.752,509.755,171.17,https://www.themealdb.com/images/media/meals/qxuqtt1511724269.jpg
Bares de nanaimo,"Comience por hacer la base de galletas. En un tazón, sobre una sartén de agua a fuego lento, derrita la mantequilla con el azúcar y el cacao en polvo, revolviendo ocasionalmente hasta que esté suave. Batir el huevo durante 2 a 3 minutos hasta que la mezcla se haya espesado. Retire del fuego y mezcle las migas de galletas, el coco y las almendras si se usa, luego presione en la base de una lata cuadrada de 20 cm forrada. Enfriar durante 10 minutos.
Para la capa intermedia, haga la guinda de las natillas; Batir la mantequilla, la crema y las natillas en polvo hasta que sean ligeros y esponjosos, luego agregue gradualmente el azúcar de glaseado hasta que esté completamente incorporado. Extienda sobre la capa inferior y enfríe en el refrigerador durante al menos 10 minutos hasta que la crema ya no esté suave.
Derrita el chocolate y la mantequilla en el microondas, luego se extiende sobre las barras frías y vuelva a colocar en el refrigerador. Deje hasta que el chocolate se haya puesto completamente (aproximadamente 2 horas). Saque la mezcla de la lata y corte en cuadrados para servir.","Natillas, azúcar de lanzador, cacao, huevo, galletas digestivas, coco desecado, almendras, mantequilla, crema doble, natillas en polvo, azúcar glas, chocolate negro, mantequilla",3375.0,33.16499999999999,408.19,249.725,https://www.themealdb.com/images/media/meals/vwuprt1511813703.jpg
Sopa de huevo,"En un wok, agregue caldo de pollo y espere a que hierva.
A continuación, agregue sal, azúcar, pimienta blanca, aceite de semilla de sésamo.
Cuando el caldo de pollo esté hirviendo, agregue las verduras al wok.
Para espesar la salsa, mezcle 1 cucharada de maicena y 2 cucharadas de agua en un tazón y agregue lentamente a su sopa hasta que sea el grosor correcto.
A continuación, agregue 1 huevo ligeramente batido con un cuchillo o un tenedor y agréguelo lentamente y revuelva durante 8 segundos
Sirva la sopa en un tazón y agregue las cebollas verdes en la parte superior.","Caldo de pollo, sal, azúcar, pimienta, aceite de semilla de sésamo, guisantes, champiñones, maicena, agua, cebolletas de primavera",41.0,7.957999999999999,18.852,5.722300000000001,https://www.themealdb.com/images/media/meals/1529446137.jpg
Mandazi casero,"Esta es una receta que mucha gente ha solicitado y he tratado de hacerlo lo más simple posible y espero que funcione para usted. Asegúrese de usar la harina derecha, que es básicamente una con agentes de elevación. Ajuste la cantidad de azúcar a su gusto e intente usar diferentes sabores para tener variedad cuando los tenga.
Puede usar leche de coco en lugar de leche normal, también puede agregar coco desecado a la harina seca u otras especias como clavos en polvo o canela.
Para los mandazis ""de aspecto saludable"", no enrolle la masa demasiado antes de freír y use el procedimiento que he indicado anteriormente.

1. Mezcle la harina, la canela y el azúcar en un tazón adecuado.
2. En un tazón aparte, bate el huevo en la leche
3. Haga un pozo en el centro de la harina y agregue la mezcla de leche y huevo y mezcle lentamente para formar una masa.
4. Amase la masa durante 3-4 minutos o hasta que deje de pegarse a los lados del tazón y tendrá una superficie lisa.
5. Cubra la masa con un paño húmedo y deje descansar durante 15 minutos.
6. Enrolle la masa sobre una superficie ligeramente enharinada en una pieza de 1 cm de espesor.
7. Usando un cuchillo pequeño afilado, corta la masa en el tamaño deseado que aparece listo para freír.
8. Calienta tu aceite en una olla adecuada y sumerge suavemente las piezas de mandazi para cocinar hasta que estén color morena en el primer lado y luego gire para cocinar en el segundo lado.
9. Sirvles cálidos o fríos","Harina auto creciente, azúcar, huevos, leche",2250.0,84.81,583.77,15.15,https://www.themealdb.com/images/media/meals/thazgm1555350962.jpg
Patties de carne de res jamaicana,"Hacer la masa de pastelería

A un tazón grande, agregue harina, 1 cucharadita de sal y cúrcuma y mezcle bien.
Frote el acortamiento en la harina hasta que haya pequeñas piezas de acortamiento completamente cubiertos de harina.
Vierta la 1/2 taza de agua helada y mezcle con las manos para unir la masa. Sigue agregando agua helada de 2 a 3 cucharadas a la vez hasta que la mezcla forme una masa.
En esta etapa, puede cortar la masa en 2 piezas grandes, envolver en plástico y refrigerar durante 30 minutos antes de usarla.
Alternativamente, corte la masa en 10 a 12 piezas iguales, coloque en una fuente o bandeja para hornear, cubra de forma segura con una envoltura de plástico y deje enfriar durante 30 minutos mientras realiza el relleno.
Hacer el relleno

Agregue carne molida a un tazón grande. Espolvorea con pimienta de Jama y pimienta negra. Mezclar y reservar.
Caliente el aceite en una sartén hasta que esté caliente.
Agregue las cebollas y saltee hasta que esté translúcido. Agregue pimiento picante, ajo y tomillo y continúe salteando por otro minuto. Agregue 1/4 cucharadita de sal.
Agregue carne molida sazonada y mezcle para mezclar, rompiendo cualquier grupo y deje cocinar hasta que la carne ya no esté rosa.
Agregue ketchup y más sal al gusto.
Vierta 2 tazas de agua y revuelva. Lleve la mezcla a ebullición, luego reduzca el fuego y deje que hervir a fuego lento hasta que la mayor parte del líquido se haya evaporado y lo que sea restante se ha reducido a una salsa espesa.
Doblar en cebollas verdes. Retire del fuego y deje enfriar por completo.
Ensamblar las empanadas

Batir el huevo y el agua juntos para hacer un lavado de huevo. Dejar de lado.
Ahora puedes preparar la masa de dos maneras.
Primer método: harina la superficie de trabajo y el pasador rodante. Si lo había cortado en 2 piezas grandes, entonces tome una de las piezas grandes y extiéndelo en un círculo muy grande. Tome un tazón con un borde ancho (aproximadamente 5 pulgadas) y corte tres círculos.

Coloque unas 3 cucharadas de relleno en la 1/2 de cada círculo. Sumerja un dedo en el agua y humedezca los bordes de la masa. Dobla sobre la otra mitad y presiona para sellar. 

Tome un tenedor y engrique los bordes. Corta cualquier extra para que se vea ordenado y uniforme. Coloque en una bandeja para hornear forrada con pergamino y continúe trabajando hasta que haya rodado toda la masa y llene las empanadas.
Segundo método: si tenía precortado la masa en piezas individuales, trabaje con una pieza de masa a la vez. Enrollo sobre una superficie enharinada en un círculo de 5 pulgadas o un poco más grande. No se preocupe si los bordes no son perfectos.

Coloque 3 cucharadas colmadas del relleno en un lado del círculo. Sumerja un dedo en el agua y humedezca los bordes de la masa. Dobla sobre la otra mitad y presiona para sellar.

Tome un tenedor y engrique los bordes. Corta cualquier extra para que se vea ordenado y uniforme. Coloque en una bandeja para hornear forrada con pergamino y continúe trabajando hasta que haya rodado toda la masa y llene las empanadas.

Freír y servir las empanadas

Después de formar las empanadas, coloque las sartenes en el refrigerador mientras calienta el horno a 350 F.
Justo antes de agregar las sartenes con las empanadas al horno, cepille las empanadas con el lavado de huevo.
Hornee las empanadas durante 30 minutos o hasta que estén doradas.
Enfriar en las rejillas de alambre.
Servir caliente.","Harina simple, sal, curry en polvo, mantequilla, agua, carne picada, pimienta de Jamaica, pimienta negra, aceite vegetal, ceboll",2675.0,201.5045,41.249,247.5345,https://www.themealdb.com/images/media/meals/wsqqsw1515364068.jpg
Pastel de filete y riñón,"Precaliente el horno a 220C/425F/GAS 7
Calienta el aceite vegetal en una sartén grande y dore la carne por todas partes. (Es posible que deba hacer esto en lotes). Deja a un lado, luego dore los riñones de ambos lados en la misma sartén. Agregue las cebollas y cocine por 3-4 minutos.
Regrese la carne a la sartén, espolvoree la harina y cubra la carne y la cebolla
Agregue el caldo a la sartén, revuelva bien y hierva.
Baje el fuego y cocine a fuego lento durante 1½ horas sin tapa. Si el líquido evapora demasiado, agregue más stock.
Retirar del fuego. Agregue sal, pimienta y salsa Worcestershire y deje enfriar por completo. Coloque la mezcla de carne cocida en un plato de pastel.
Extienda la masa a 5 mm/¼ pulgada de espesor y 5 cm/2 pulgadas más grande que el plato que está usando.
Con un rodillo, levante la masa y colóquelo sobre la parte superior del plato de pastel. Recorte y empalore los bordes con los dedos y el pulgar.
Cepille la superficie con la mezcla de huevo batido y hornee durante 30-40 minutos hasta que esté dorado y hinchado.
Sirva con puré cremoso y vegetales al vapor para absorber la salsa.","Hojaldre, clara de huevo, yemas de huevo, aceite vegetal, carne de res, riñón de cordero, cebolla, harina lisa, caldo de carne, sal, pimienta, salsa de Worcestershire",1661.0,73.23649999999999,161.36919999999998,123.9538,https://www.themealdb.com/images/media/meals/qysyss1511558054.jpg
Buey con frijoles anchos,"Mezcle el buey con la cebolla, la cebolla de primavera, el ajo, el jengibre, el chile, la salsa de soja, el tomillo, la sal y la pimienta. Calienta el aceite vegetal en una sartén grande a fuego medio-alto. Dora el buey en la sartén hasta que se dore, unos 10 minutos. Coloque en una olla a presión y vierta 375 ml de agua. Cocine a presión durante 25 minutos, luego retire del fuego y retire la tapa de acuerdo con las instrucciones del fabricante.
Agregue las frijoles anchos y las bayas de pimiento, y cocine a fuego lento a fuego medio-alto. Disuelva la flor de maíz en 2 cucharadas de agua y revuelva en la cola de buey a fuego lento. Cocine y revuelva unos minutos hasta que la salsa se haya espesado y las habas sean tiernas.","Buey, cebolla, cebolletas, ajo, jengibre, capó escocés, salsa de soja, tomillo fresco, aceite vegetal, agua, frijoles anchos, harina de maíz, agua",910.0,102.127,36.94,70.68749999999999,https://www.themealdb.com/images/media/meals/1520083578.jpg
Ham Hock Colcannon,"Paso 1
Pele y corte las papas en trozos de tamaño mediano uniforme. Ponga una sartén grande llena de agua salada fría, hierva y cocine durante 10-15 minutos hasta que se pueda insertar un cuchillo en las papas fácilmente.

Paso 2
Mientras tanto, derrita la mantequilla en una sartén grande a fuego medio. Agregue el ajo, el repollo, las cebolletas y algo de condimento. Revuelva ocasionalmente hasta que el repollo se marchite pero aún conserva un poco de mordida, luego reserve.

Paso 3
Escurra las papas, deje que se seque por vapor durante un par de minutos, luego mezcle con la crema, la mostaza y el condimento en la misma cacerola. Agregue el repollo y el corvejón de jamón. Mantenga el calor a fuego lento.

Paso 4
Vuelva a calentar la sartén que usó para cocinar el repollo (no es necesario lavar primero), agregue un toque de aceite, agriete los huevos y fríe a su gusto. Para servir, divida el colcannon entre los tazones y cubra cada uno con un huevo frito.","Patatas harinías, mantequilla, ajo, repollo, cebolletas, crema doble, mostaza, jamón, huevos",830.0,49.54499999999999,149.404,93.21,https://www.themealdb.com/images/media/meals/n41ny81608588066.jpg
Arroz japonés gohan,"Paso 1
Enjugar y remojar su arroz es clave para lograr la textura perfecta. Mida el arroz en un tazón, cubra con agua fría, luego use los dedos para masajear los granos de arroz; el agua se volverá turbia. Drene y enjuague nuevamente con agua dulce. Repita cinco veces más hasta que el agua permanezca despejada.

Paso 2
Incline el arroz enjuagado en una cacerola con agua de 400 ml, o 200 ml de dashi y 200 ml de agua, hierva, luego gire el fuego a fuego lento, cubra con una tapa ajustada con un orificio de vapor y cocine durante 15 minutos. Retire del fuego y deje sentarse durante otros 15 minutos, luego revuelva a través del mirin. Retire la tapa y revuelva bien. Servir con cualquiera o todos los ingredientes opcionales.","Rice de sushi, Mirin, jugo de pepinillos, cebolletas de primavera",900.0,19.83,237.9,1.7399999999999998,https://www.themealdb.com/images/media/meals/kw92t41604181871.jpg
Desayuno boxty,"Paso 1
Antes de comenzar, coloque su horno en su configuración más baja, listo para mantener las cosas calientes. Pele las papas, ralle 2 de ellas, luego reserve. Corte los otros 2 en trozos grandes, luego hierva durante 10-15 minutos o hasta que estén tiernos. Mientras tanto, exprima la mayor parte del líquido de las papas ralladas como pueda usar un paño de cocina limpio. Trazar las papas hervidas, luego mezclar con la papa rallada, las cebolletas y la harina.

Paso 2
Batir la clara de huevo en un tazón grande hasta que mantenga picos suaves. Dobla en el suero de leche, luego agregue el bicarbonato de refrescos. Doblar en la mezcla de papa.

Paso 3
Calienta una sartén antiadherente grande a fuego medio, luego agregue 1 cucharada de mantequilla y parte del aceite. Deje caer 3-4 cucharadas de la mezcla de papa en la sartén, luego cocine suavemente durante 3-5 minutos por cada lado hasta que estén doradas y crujientes. Mantenga caliente en un plato en el horno mientras cocina el siguiente lote, agregando más mantequilla y aceite a la sartén antes de hacerlo. Obtendrá 16 boxty del tamaño de una sorpresa de la mezcla. Se puede hacer el día por delante, drenarse en papel de cocina, luego recalentarse en un horno bajo durante 20 minutos.

Paso 4
Calienta la parrilla a mediano y coloca los tomates en una sartén de base pesada. Agregue una buena perilla de mantequilla y un poco de aceite, luego fríe durante unos 5 minutos hasta que se ablanden. Asa el tocino, luego se acumula en un plato y mantén la calienta. Apila el boxty, el tocino y el huevo, y sirva los tomates a un lado.","Patatas, cebolletas, harina lisa, clara de huevo, leche, bicarbonato de refresco, mantequilla, aceite vegetal, tomates cherry, tocino, huevo",300.0,15.025,83.5,5.855,https://www.themealdb.com/images/media/meals/naqyel1608588563.jpg
Pastel de carne de pavo,"Caliente el horno a 180 ° C/160c Ventilador/Gas 4. Calienta el aceite en una sartén grande y cocine la cebolla durante 8-10 minutos hasta que se ablanden. Agregue el ajo, la salsa Worcestershire y 2 cucharaditas de tomate, y revuelva hasta que se combine. Ponga a un lado para enfriar.

Coloque la picadura de pavo, el huevo, las migas de pan y la mezcla de cebolla enfriada en un tazón grande y sazone bien. Mezcle todo para combinar, luego forma en un pan rectangular y colóquelo en una lata de asado grande. Extienda 2 cucharadas de salsa de barbacoa sobre el pastel de carne y hornee durante 30 minutos.

Mientras tanto, drene 1 lata de frijoles solo, luego vierta ambas latas en un tazón grande. Agregue la salsa de barbacoa restante y el puré de tomate. Temporada y reservar.

Cuando el pastel de carne ha tenido su tiempo de cocción inicial, disperse los frijoles alrededor del exterior y hornee durante 15 minutos más hasta que el pastel de carne se cocine y los frijoles estén calientes. Dispersar sobre el perejil y servir el pastel de carne en rodajas.","Aceite de oliva, cebolla, ajo, salsa de Worcestershire, puré de tomate, carne picada de pavo, huevos, migas",3155.0,298.74,557.61,49.755,https://www.themealdb.com/images/media/meals/ypuxtw1511297463.jpg
